pidp,a_sex,a_dvage,a_ukborn,a_racel,a_hlht,a_hlhtf,a_hlhti,a_hlhtc,a_hlwt,a_hlwts,a_hlwtp,a_hlwtk,a_vote1,a_vote2,a_vote3,a_vote4,a_vote5,a_vote6
681592567,1,43,1,15,-1,-8,-8,-8,-1,-8,-8,-8,2,2,95,-8,-8,4
681596647,1,47,1,14,3,-8,-8,-8,3,-8,-8,-8,2,2,95,-8,-8,4
681602767,1,28,1,15,1,5,9,-8,1,10,0,-8,2,1,-8,-2,-8,3
681603447,2,62,5,15,1,5,1,-8,3,-8,-8,-8,2,1,-8,2,2,3
681603455,1,16,5,15,1,5,7,-8,-1,-8,-8,-8,2,2,2,-8,3,3
681608887,2,42,5,15,1,5,5,-8,3,-8,-8,-8,1,-8,-8,2,3,3
681608891,1,44,5,15,1,5,6,-8,2,-8,-8,70,2,1,-8,2,3,3
681608895,1,20,5,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
681608899,1,17,5,15,1,5,7,-8,1,12,0,-8,2,2,-1,-8,-8,4
681614327,2,43,5,15,1,5,0,-8,2,-8,-8,70,2,2,95,-8,-8,4
681614331,1,41,5,15,2,-8,-8,176,2,-8,-8,95,2,2,2,-8,3,2
681617047,2,26,1,14,1,5,10,-8,3,-8,-8,-8,1,-8,-8,2,3,3
681634727,1,32,5,11,1,5,10,-8,2,-8,-8,72,2,2,-1,-8,-8,4
681634731,2,27,5,11,3,-8,-8,-8,3,-8,-8,-8,2,2,-1,-8,-8,4
681638127,1,27,5,11,1,5,7,-8,2,-8,-8,62,2,2,2,-8,3,4
681649007,1,17,1,11,1,5,5,-8,1,11,0,-8,2,1,-8,2,2,3
681649011,1,61,5,11,1,5,0,-8,1,8,4,-8,2,2,2,-8,3,4
681649015,2,19,1,11,1,5,3,-8,1,11,0,-8,2,2,95,-8,-8,4
681649019,2,38,5,11,1,4,9,-8,1,10,0,-8,2,2,95,-8,-8,4
681649031,1,20,1,11,1,5,1,-8,1,10,1,-8,2,2,2,-8,3,3
681655127,2,19,5,11,1,4,11,-8,1,7,1,-8,2,2,-1,-8,-8,4
681655131,1,45,5,11,1,5,9,-8,2,-8,-8,79,2,2,-1,-8,-8,4
681655135,2,40,5,11,1,5,2,-8,2,-8,-8,-1,2,2,95,-8,-8,4
681655143,2,17,5,11,1,5,0,-8,-1,-8,-8,-8,2,2,-1,-8,-8,4
681656487,1,23,5,11,1,5,7,-8,2,-8,-8,78,2,2,6,-8,3,4
681657167,2,31,1,14,1,5,5,-8,2,-8,-8,-1,2,2,2,-8,3,2
681660567,2,25,5,11,1,5,5,-8,1,8,7,-8,2,1,-8,2,3,3
681660571,2,45,5,11,1,5,4,-8,1,10,13,-8,2,2,95,-8,-8,4
681660575,1,50,5,11,1,5,7,-8,1,11,0,-8,2,2,2,-8,3,4
681660579,1,20,1,11,1,5,6,-8,1,12,5,-8,2,2,95,-8,-8,4
681661927,1,40,5,11,1,5,7,-8,2,-8,-8,70,2,2,2,-8,3,2
681661931,2,37,5,11,1,5,5,-8,2,-8,-8,75,2,2,95,-8,-8,4
681663967,2,36,5,11,1,5,2,-8,2,-8,-8,66,2,2,95,-8,-8,2
681663971,1,39,5,11,1,5,5,-8,2,-8,-8,70,1,-8,-8,2,3,2
681670087,1,37,5,11,1,5,6,-8,1,9,7,-8,2,2,2,-8,3,3
681670091,2,31,5,11,1,5,1,-8,2,-8,-8,56,2,2,95,-8,-8,4
681672127,1,27,5,11,2,-8,-8,171,1,11,0,-8,2,2,97,-8,3,4
681672131,2,21,1,11,1,5,2,-8,2,-8,-8,60,2,2,95,-8,-8,2
681672807,2,50,5,11,1,4,11,-8,1,9,0,-8,2,2,1,-8,4,4
681672811,1,19,1,11,1,5,4,-8,3,-8,-8,-8,2,2,95,-8,-8,4
681678247,2,32,5,11,1,5,3,-8,1,7,13,-8,2,2,2,-8,2,4
681678251,1,33,5,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
681686411,2,41,5,11,1,5,0,-8,1,7,1,-8,2,1,-8,2,3,2
681687087,2,26,1,6,1,5,6,-8,1,13,7,-8,2,2,95,-8,-8,2
681696607,2,31,5,15,2,-8,-8,168,2,-8,-8,80,1,-8,-8,2,3,3
681699327,2,28,5,15,1,5,6,-8,2,-8,-8,78,1,-8,-8,2,1,3
681715647,2,38,5,15,1,5,7,-8,-2,-8,-8,-8,1,-8,-8,2,2,2
681717007,1,29,5,15,1,5,10,-8,3,-8,-8,-8,2,2,2,-8,3,1
681717011,1,29,5,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
681717687,1,38,5,11,2,-8,-8,171,2,-8,-8,73,2,2,95,-8,-8,1
681719727,1,37,5,9,2,-8,-8,178,2,-8,-8,78,2,1,-8,1,3,2
681719731,2,35,1,9,1,5,4,-8,1,11,0,-8,2,2,95,-8,-8,3
681725847,1,42,5,13,1,5,6,-8,2,-8,-8,70,2,1,-8,2,3,1
681725851,2,35,5,13,1,5,4,-8,2,-8,-8,58,1,-8,-8,2,3,3
681728567,2,41,1,15,1,5,6,-8,1,9,0,-8,2,1,-8,3,3,1
681728575,2,19,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
681729247,1,54,5,9,1,5,6,-8,1,12,7,-8,1,-8,-8,2,3,3
681729251,2,51,5,9,1,4,11,-8,1,11,7,-8,2,2,2,-8,3,2
681732647,1,70,5,14,1,6,1,-8,1,17,0,-8,-9,-8,-8,-8,-8,-9
681757807,2,47,5,14,1,5,6,-8,3,-8,-8,-8,2,2,95,-8,-8,4
681769367,2,39,1,10,1,5,2,-8,1,11,0,-8,2,1,-8,2,3,4
681774807,2,46,1,5,1,5,3,-8,1,11,0,-8,1,-8,-8,6,3,2
681779567,1,60,5,9,1,5,6,-8,2,-8,-8,70,2,2,95,-8,-8,3
681792487,2,38,1,1,1,5,9,-8,1,12,0,-8,2,2,3,-8,3,2
681802007,1,49,5,15,1,5,9,-8,2,-8,-8,80,-9,-8,-8,-8,-8,-9
681804047,1,43,1,9,1,5,7,-8,1,10,7,-8,2,2,-1,-8,-8,2
681804051,2,42,1,10,1,5,7,-8,1,10,7,-8,2,2,-1,-8,-8,3
681804055,2,16,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
681805407,2,48,5,97,2,-8,-8,160,2,-8,-8,73,2,2,2,-8,2,4
681805411,1,47,5,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
681806087,2,46,5,13,1,5,3,-8,2,-8,-8,70,2,2,95,-8,-8,3
681806091,1,44,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
681811527,1,44,5,9,1,6,0,-8,2,-8,-8,95,2,2,-1,-8,-8,4
681811531,2,41,5,9,1,5,1,-8,2,-8,-8,54,2,2,95,-8,-8,3
681811535,1,17,1,9,1,5,6,-8,2,-8,-8,60,2,2,96,-8,-8,2
681850967,1,68,5,9,1,5,6,-8,2,-8,-8,83,1,-8,-8,1,1,3
681850971,2,62,5,9,1,5,0,-8,2,-8,-8,66,1,-8,-8,1,3,3
681859127,1,31,1,9,1,6,1,-8,1,11,10,-8,1,-8,-8,2,3,2
681859131,2,28,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
681871367,1,59,5,14,1,6,0,-8,1,14,0,-8,2,1,-8,2,3,1
681871371,2,55,5,14,1,5,7,-8,1,9,0,-8,1,-8,-8,2,2,1
681889727,1,55,5,9,1,5,6,-8,1,10,7,-8,2,2,95,-8,-8,3
681889731,2,56,5,9,1,5,3,-8,1,9,0,-8,2,2,2,-8,4,3
681889735,2,28,1,9,1,5,1,-8,1,9,0,-8,2,2,-1,-8,-8,3
681894487,1,25,5,15,1,5,3,-8,2,-8,-8,55,2,2,-1,-8,-8,4
681897887,2,25,1,14,1,5,5,-8,1,9,2,-8,2,2,3,-8,3,3
681897891,2,47,1,14,1,5,4,-8,1,8,10,-8,2,2,95,-8,-8,4
681897895,1,19,1,14,1,5,7,-8,1,8,7,-8,2,2,95,-8,-8,4
681907407,1,25,5,9,1,5,8,-8,2,-8,-8,61,2,2,95,-8,-8,4
681907411,1,23,5,9,1,5,8,-8,2,-8,-8,60,2,1,-8,2,3,2
681907415,2,22,5,9,1,5,4,-8,2,-8,-8,50,2,2,-1,-8,-8,4
681929167,2,39,5,15,2,-8,-8,167,2,-8,-8,71,2,-1,-8,-8,-8,2
681933247,1,29,1,1,1,6,1,-8,1,12,8,-8,2,1,-8,3,3,1
681933251,2,31,5,13,2,-8,-8,172,1,10,0,-8,2,2,3,-8,3,3
681933255,2,63,4,1,1,5,2,-8,1,9,8,-8,1,-8,-8,2,2,2
681940047,2,24,1,1,3,-8,-8,-8,1,9,0,-8,2,2,95,-8,-8,4
681959767,1,35,5,14,1,5,9,-8,1,10,0,-8,2,2,2,-8,3,4
681961127,1,55,5,14,1,5,1,-8,1,10,0,-8,2,1,-8,2,3,2
681965887,1,39,5,11,1,5,5,-8,2,-8,-8,74,1,-8,-8,2,3,3
681965891,2,34,5,11,1,5,2,-8,1,9,0,-8,1,-8,-8,2,3,3
681968607,2,43,1,1,1,5,3,-8,1,8,0,-8,2,2,95,-8,-8,4
681976087,2,26,1,14,1,5,4,-8,3,-8,-8,-8,2,2,2,-8,3,4
681978127,2,57,5,15,1,5,3,-8,2,-8,-8,57,2,2,95,-8,-8,4
681978131,2,18,5,15,1,5,3,-8,2,-8,-8,62,2,2,95,-8,-8,4
681978135,1,16,5,15,1,5,9,-8,2,-8,-8,62,2,2,95,-8,-8,4
681978807,1,42,1,15,1,6,0,-8,2,-8,-8,83,1,-8,-8,2,3,2
681978811,2,32,5,15,1,5,3,-8,2,-8,-8,65,2,1,-8,2,3,3
681982887,2,45,5,13,1,5,2,-8,2,-8,-8,75,2,2,2,-8,3,3
681982891,2,18,1,13,1,5,1,-8,2,-8,-8,60,2,2,2,-8,3,3
681989007,2,44,1,14,1,5,7,-8,1,11,0,-8,2,2,2,-8,3,3
681989011,2,20,1,5,1,5,8,-8,1,8,0,-8,2,2,95,-8,-8,3
681989687,1,72,5,14,1,5,2,-8,1,10,0,-8,2,2,95,-8,-8,4
681989691,2,72,5,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
681989695,2,36,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
681993835,2,18,5,4,2,-8,-8,153,2,-8,-8,60,2,2,95,-8,-8,3
681993839,2,18,5,4,2,-8,-8,153,2,-8,-8,57,2,2,95,-8,-8,3
682002607,2,50,5,14,1,5,6,-8,2,-8,-8,50,1,-8,-8,2,3,3
682002611,1,22,1,14,1,5,9,-8,2,-8,-8,65,2,2,2,-8,3,3
682009407,2,41,1,15,1,5,0,-8,2,-8,-8,50,2,2,95,-8,-8,4
682010087,1,56,5,15,1,5,8,-8,2,-8,-8,75,2,2,2,-8,3,3
682010091,1,18,1,15,1,6,2,-8,2,-8,-8,60,2,2,2,-8,3,3
682012807,2,36,1,6,-1,-8,-8,-8,2,-8,-8,64,2,2,2,-8,3,3
682028447,1,26,1,97,1,5,10,-8,1,14,0,-8,2,2,95,-8,-8,2
682031167,2,30,1,1,1,5,5,-8,1,9,3,-8,2,1,-8,2,3,3
682031171,1,42,1,1,1,6,2,-8,1,17,7,-8,2,1,-8,3,3,1
682037287,1,42,1,14,1,6,0,-8,2,-8,-8,100,1,-8,-8,2,3,4
682037291,2,48,1,2,1,5,2,-8,2,-8,-8,60,2,2,6,-8,2,1
682044087,1,50,1,97,1,5,10,-8,1,14,0,-8,2,2,2,-8,3,3
682049527,1,65,5,97,1,5,9,-8,1,16,2,-8,1,-8,-8,2,1,1
682159007,2,36,1,14,1,5,9,-8,1,9,10,-8,2,2,6,-8,3,2
682170567,2,41,5,16,1,5,2,-8,2,-8,-8,70,2,2,1,-8,3,3
682170571,2,23,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
682170575,2,21,1,17,1,5,4,-8,2,-8,-8,51,2,2,3,-8,3,4
682170579,2,20,1,17,1,5,2,-8,1,7,7,-8,2,2,2,-8,3,3
682170583,1,16,1,17,1,5,10,-8,1,9,7,-8,2,2,95,-8,-8,4
682171927,1,43,1,14,1,5,11,-8,1,14,10,-8,1,-8,-8,2,3,2
682171931,2,37,1,1,1,5,6,-8,1,11,7,-8,2,1,-8,2,3,2
682224287,2,53,5,15,1,5,5,-8,3,-8,-8,-8,2,1,-8,2,3,3
682224291,1,17,1,15,1,5,7,-8,1,10,4,-8,1,-8,-8,2,2,2
682225647,1,37,5,15,1,5,10,-8,2,-8,-8,74,1,-8,-8,2,3,3
682225651,2,29,5,-9,-9,-8,-8,-8,-9,-8,-8,-8,-9,-8,-8,-8,-8,-9
682257607,1,54,5,10,1,5,5,-8,1,11,0,-8,1,-8,-8,2,3,2
682257611,2,36,5,10,1,5,3,-8,3,-8,-8,-8,2,2,95,-8,-8,3
682258967,1,33,5,10,1,5,10,-8,2,-8,-8,75,2,2,1,-8,3,2
682258971,2,28,5,10,1,5,1,-8,2,-8,-8,57,2,2,95,-8,-8,3
682260327,2,34,1,9,1,5,5,-8,1,8,0,-8,1,-8,-8,2,3,4
682260331,1,37,1,9,1,6,0,-8,1,16,7,-8,1,-8,-8,2,3,2
682264407,2,44,5,13,1,5,4,-8,2,-8,-8,59,2,2,95,-8,-8,3
682264411,1,49,5,13,1,5,6,-8,2,-8,-8,75,2,2,2,-8,2,2
682264415,2,19,5,13,2,-8,-8,164,2,-8,-8,43,2,2,95,-8,-8,3
682276647,2,72,5,10,1,5,6,-8,1,10,0,-8,2,2,95,-8,-8,4
682313367,2,50,5,15,-1,-8,-8,-8,-2,-8,-8,-8,-9,-8,-8,-8,-8,-9
682318807,1,36,1,1,1,5,10,-8,2,-8,-8,72,1,-8,-8,2,3,1
682318811,2,33,5,4,2,-8,-8,164,2,-8,-8,80,1,-8,-8,2,3,2
682322887,1,23,5,15,1,6,1,-8,2,-8,-8,75,2,2,95,-8,-8,4
682333087,2,35,5,4,2,-8,-8,169,2,-8,-8,59,2,2,-1,-8,-8,2
682333091,1,45,5,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
682342607,2,20,5,15,1,5,4,-8,3,-8,-8,-8,2,2,-1,-8,-8,4
682342615,1,22,5,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
682348047,2,29,1,14,1,5,8,-8,1,12,0,-8,2,2,95,-8,-8,4
682350087,2,33,1,14,1,5,0,-8,1,9,12,-8,1,-8,-8,1,3,1
682365047,2,60,5,13,1,5,1,-8,1,9,0,-8,1,-8,-8,1,2,1
682366407,1,44,5,13,1,5,7,-8,2,-8,-8,72,2,2,96,-8,-8,3
682366411,2,35,5,13,1,5,4,-8,1,12,3,-8,2,2,96,-8,-8,4
682376607,1,25,5,9,1,5,7,-8,2,-8,-8,65,2,2,96,-8,-8,3
682377287,2,37,1,9,1,5,2,-8,1,9,2,-8,1,-8,-8,2,3,3
682381367,2,29,5,10,1,5,4,-8,2,-8,-8,61,2,1,-8,2,3,1
682381371,1,38,5,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
682405167,1,56,5,10,1,5,9,-8,1,10,6,-8,1,-8,-8,1,3,3
682405171,2,54,5,10,1,5,6,-8,1,10,0,-8,2,1,-8,1,3,3
682405175,1,22,1,10,1,6,1,-8,1,8,0,-8,2,2,1,-8,3,3
682405179,2,17,1,9,1,5,7,-8,1,9,0,-8,2,2,1,-8,3,4
682408567,1,36,5,11,1,5,8,-8,1,14,0,-8,1,-8,-8,1,3,2
682408571,2,32,5,11,1,5,3,-8,1,10,0,-8,1,-8,-8,2,3,2
682415367,2,50,5,15,2,-8,-8,173,2,-8,-8,82,2,2,95,-8,-8,2
682415371,2,61,5,15,1,5,0,-8,1,12,0,-8,2,2,95,-8,-8,3
682468407,2,38,1,1,1,5,1,-8,1,7,0,-8,1,-8,-8,1,2,1
682484727,1,79,4,1,1,5,6,-8,1,11,5,-8,1,-8,-8,10,3,2
682485411,2,52,4,1,1,5,6,-8,1,11,0,-8,2,2,7,-8,3,4
682485415,2,17,4,1,1,5,1,-8,1,8,7,-8,2,2,96,-8,-8,4
682486087,1,40,4,1,1,5,8,-8,1,10,7,-8,1,-8,-8,10,2,2
682486091,1,65,5,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
682487447,1,54,4,1,1,5,6,-8,1,11,2,-8,2,2,95,-8,-8,4
682488127,2,19,4,1,1,5,4,-8,1,9,0,-8,2,2,-1,-8,-8,4
682488135,2,20,4,2,1,5,1,-8,1,9,0,-8,2,2,-1,-8,-8,4
682488139,2,20,4,2,1,5,6,-8,1,9,2,-8,2,2,-1,-8,-8,4
682488143,2,20,4,1,1,5,5,-8,3,-8,-8,-8,2,2,-1,-8,-8,4
682491527,1,44,4,1,1,6,0,-8,1,12,7,-8,2,2,95,-8,-8,4
682491531,2,43,4,1,1,5,6,-8,2,-8,-8,72,2,2,95,-8,-8,1
682492207,1,49,4,2,1,5,7,-8,1,16,7,-8,2,2,6,-8,3,2
682492211,2,46,1,1,1,5,8,-8,1,16,1,-8,2,1,-8,11,3,3
682492215,1,19,1,2,1,5,7,-8,1,9,3,-8,2,2,95,-8,-8,3
682492887,1,55,4,1,1,5,10,-8,1,18,0,-8,2,1,-8,8,3,4
682492891,2,51,4,1,1,5,4,-8,1,9,7,-8,2,2,8,-8,3,3
682492895,2,20,4,1,1,5,5,-8,1,10,0,-8,2,2,95,-8,-8,4
682492899,1,18,4,2,1,6,2,-8,1,13,0,-8,2,1,-8,8,3,2
682493567,1,51,4,1,1,5,10,-8,1,14,0,-8,2,2,8,-8,4,3
682493571,1,45,4,1,1,5,10,-8,1,11,7,-8,1,-8,-8,8,3,3
682494247,1,54,4,1,1,5,10,-8,1,14,0,-8,2,1,-8,8,3,3
682494251,2,50,5,1,1,5,3,-8,1,8,0,-8,1,-8,-8,11,3,3
682494927,2,74,4,2,1,5,4,-8,1,9,5,-8,2,2,11,-8,3,3
682496287,1,29,4,1,1,5,7,-8,1,11,5,-8,2,2,95,-8,-8,2
682496291,2,29,4,1,1,5,5,-8,1,8,8,-8,2,2,95,-8,-8,3
682497647,1,38,4,2,1,5,7,-8,1,14,9,-8,1,-8,-8,11,1,1
682497651,2,34,5,2,1,5,3,-8,1,10,7,-8,2,2,95,-8,-8,4
682499687,2,34,1,1,1,5,5,-8,1,9,0,-8,2,2,6,-8,3,3
682499691,1,16,1,1,1,5,9,-8,1,9,0,-8,2,2,96,-8,-8,4
682500367,1,77,4,1,1,5,10,-8,1,12,4,-8,1,-8,-8,7,3,3
682500371,2,75,5,1,1,5,0,-8,1,12,6,-8,2,2,95,-8,-8,4
682501727,1,64,4,1,1,5,9,-8,1,10,10,-8,1,-8,-8,10,2,2
682501731,2,58,5,1,1,5,8,-8,1,12,0,-8,2,1,-8,7,2,1
682502407,1,25,5,2,1,5,4,-8,1,10,0,-8,2,2,6,-8,3,3
682502411,2,25,4,2,1,5,6,-8,3,-8,-8,-8,2,2,95,-8,-8,4
682505131,2,39,4,2,1,5,3,-8,1,9,0,-8,2,1,-8,11,3,3
682505807,1,33,4,1,1,6,0,-8,1,13,5,-8,2,1,-8,8,3,3
682505811,2,31,4,2,1,5,1,-8,1,8,5,-8,2,2,95,-8,-8,4
682506487,1,34,4,1,1,5,10,-8,1,12,0,-8,1,-8,-8,97,3,1
682507167,2,53,4,2,1,5,1,-8,1,8,-1,-8,1,-8,-8,11,2,2
682507171,1,20,4,2,1,6,0,-8,1,13,0,-8,2,2,95,-8,-8,4
682507175,2,17,4,2,1,5,2,-8,1,9,0,-8,2,2,96,-8,-8,4
682508527,1,27,4,1,2,-8,-8,182,1,12,2,-8,2,1,-8,7,3,2
682508535,2,47,4,1,1,5,2,-8,1,10,0,-8,2,2,9,-8,3,4
682509207,1,30,4,2,1,5,11,-8,1,14,7,-8,1,-8,-8,11,3,2
682509887,1,39,4,1,1,5,11,-8,1,14,0,-8,2,2,95,-8,-8,4
682509891,2,39,4,1,1,5,2,-8,-2,-8,-8,-8,2,2,95,-8,-8,4
682511247,2,47,4,1,1,5,2,-8,1,-2,-8,-8,2,2,95,-8,-8,4
682511927,2,56,4,1,1,5,3,-8,1,14,0,-8,2,2,95,-8,-8,4
682514647,1,41,4,2,1,5,11,-8,1,10,7,-8,1,-8,-8,11,2,1
682514651,2,42,4,1,1,5,4,-8,1,10,0,-8,2,2,8,-8,3,2
682514655,2,19,4,1,1,5,7,-8,1,9,0,-8,2,2,11,-8,3,4
682516691,2,48,4,1,1,5,4,-8,1,12,7,-8,2,2,95,-8,-8,4
682518047,2,65,4,1,1,5,6,-8,1,9,8,-8,2,2,8,-8,3,3
682518727,2,50,4,1,1,5,1,-8,1,9,4,-8,1,-8,-8,7,3,3
682518731,1,51,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
682518735,1,19,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
682518739,2,17,4,1,1,5,4,-8,1,8,3,-8,2,2,96,-8,-8,3
682520087,1,49,4,1,1,5,11,-8,1,14,0,-8,2,1,-8,7,3,4
682520091,2,49,4,1,1,5,3,-8,1,10,0,-8,2,1,-8,7,3,3
682520767,2,29,4,1,1,5,1,-8,1,12,0,-8,2,2,7,-8,3,4
682522127,1,67,4,1,1,5,4,-8,2,-8,-8,75,1,-8,-8,7,3,2
682522131,2,65,4,1,1,5,2,-8,1,10,4,-8,2,1,-8,7,3,3
682524851,2,41,4,1,1,5,9,-8,1,11,7,-8,2,2,9,-8,3,4
682525527,1,36,1,1,1,5,10,-8,1,13,0,-8,2,1,-8,6,3,2
682525531,2,33,4,1,1,5,6,-8,1,11,9,-8,2,2,6,-8,3,2
682526887,1,51,4,1,1,5,10,-8,1,13,7,-8,1,-8,-8,10,3,1
682526891,2,46,4,1,1,5,7,-8,1,11,0,-8,1,-8,-8,7,3,3
682526895,1,20,4,1,1,6,0,-8,1,16,10,-8,1,-8,-8,10,2,2
682527567,1,46,4,2,1,5,10,-8,1,14,7,-8,1,-8,-8,11,2,2
682527571,2,53,4,2,1,5,4,-8,1,10,0,-8,1,-8,-8,11,2,3
682527575,1,23,4,2,2,-8,-8,184,1,17,10,-8,2,2,6,-8,3,1
682528251,2,59,4,1,1,5,4,-8,1,10,10,-8,1,-8,-8,7,2,3
682528931,2,45,4,1,1,5,7,-8,1,9,7,-8,2,2,6,-8,2,3
682529607,1,55,4,2,1,5,7,-8,1,13,0,-8,2,2,9,-8,3,3
682529611,2,60,4,2,1,5,2,-8,1,10,2,-8,2,2,9,-8,3,3
682531647,1,61,4,1,1,5,11,-8,1,13,4,-8,1,-8,-8,7,2,3
682531651,2,56,4,1,1,5,5,-8,1,10,10,-8,1,-8,-8,7,2,3
682533687,1,26,4,1,1,6,1,-8,1,11,7,-8,2,2,95,-8,-8,4
682533691,2,25,4,1,1,5,7,-8,1,8,7,-8,2,2,95,-8,-8,4
682534367,1,77,4,1,1,5,8,-8,1,12,0,-8,2,1,-8,9,3,2
682534371,2,75,4,1,1,5,1,-8,1,9,7,-8,2,1,-8,9,3,3
682535047,1,47,4,1,1,6,0,-8,1,14,5,-8,2,2,95,-8,-8,2
682535727,1,47,4,1,1,6,2,-8,1,15,7,-8,2,2,95,-8,-8,3
682535731,2,43,4,1,1,5,8,-8,1,16,10,-8,2,2,95,-8,-8,3
682537087,1,67,4,2,1,5,10,-8,1,14,0,-8,2,1,-8,11,2,3
682537767,1,74,4,1,1,5,10,-8,1,13,7,-8,1,-8,-8,7,3,2
682537771,2,74,2,1,1,5,6,-8,1,11,0,-8,2,1,-8,7,3,3
682538447,2,56,4,1,1,4,10,-8,1,7,12,-8,2,2,95,-8,-8,4
682539127,1,50,4,2,1,5,11,-8,1,15,0,-8,2,2,95,-8,-8,1
682539131,2,50,4,1,1,5,4,-8,1,11,7,-8,2,2,95,-8,-8,4
682539807,1,75,4,2,1,5,10,-8,2,-8,-8,62,2,1,-8,8,3,3
682539811,2,69,4,2,1,4,11,-8,1,10,0,-8,2,2,95,-8,-8,3
682542527,1,37,4,1,1,5,11,-8,1,13,6,-8,2,2,7,-8,3,2
682543887,2,58,4,2,1,5,6,-8,1,10,4,-8,2,1,-8,10,3,3
682545927,1,64,4,1,1,6,2,-8,1,15,0,-8,1,-8,-8,7,2,2
682545931,2,52,4,1,1,5,6,-8,1,11,0,-8,1,-8,-8,-1,-8,2
682545935,1,21,4,1,1,6,3,-8,1,11,7,-8,1,-8,-8,7,2,2
682546607,2,80,4,1,3,-8,-8,-8,-1,-8,-8,-8,2,2,95,-8,-8,4
682547967,2,61,4,1,1,5,0,-8,1,6,10,-8,2,2,95,-8,-8,4
682548647,1,63,4,1,1,5,11,-8,1,13,0,-8,1,-8,-8,8,3,2
682548651,2,59,4,1,1,5,1,-8,1,10,0,-8,2,1,-8,8,3,4
682550687,2,51,4,1,1,5,0,-8,1,10,10,-8,2,2,7,-8,3,4
682550691,2,23,4,1,1,5,2,-8,1,11,0,-8,2,2,6,-8,3,2
682551367,1,63,4,1,1,6,0,-8,1,13,10,-8,2,1,-8,7,3,2
682551371,2,60,4,1,1,5,6,-8,1,13,0,-8,2,1,-8,7,3,3
682552047,2,38,4,1,1,5,1,-8,1,9,0,-8,2,2,95,-8,-8,3
682552727,2,22,4,1,1,5,6,-8,1,-1,-8,-8,2,2,95,-8,-8,4
682553407,1,50,4,2,1,5,5,-8,1,12,0,-8,2,2,9,-8,3,3
682554087,1,86,4,1,1,5,7,-8,1,9,13,-8,2,2,7,-8,3,3
682554091,1,63,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
682554767,1,56,4,1,1,5,8,-8,1,12,7,-8,2,2,7,-8,3,3
682555447,1,66,4,1,1,5,9,-8,1,11,10,-8,1,-8,-8,10,2,2
682555451,2,58,4,1,1,5,8,-8,1,10,0,-8,1,-8,-8,10,3,4
682558851,2,38,4,1,1,5,3,-8,1,11,5,-8,2,2,95,-8,-8,4
682560207,1,22,4,1,1,5,7,-8,1,10,9,-8,2,1,-8,10,3,3
682560887,1,43,4,2,1,5,10,-8,1,17,0,-8,2,2,95,-8,-8,4
682560891,2,36,4,2,1,5,1,-8,-1,-8,-8,-8,2,2,95,-8,-8,4
682562247,1,41,4,2,1,5,10,-8,1,13,2,-8,1,-8,-8,11,1,2
682562251,2,36,4,2,1,5,3,-8,1,9,10,-8,1,-8,-8,8,3,2
682562927,1,64,4,1,1,5,4,-8,1,16,1,-8,2,2,95,-8,-8,4
682564287,2,70,4,2,1,5,6,-8,1,11,0,-8,2,2,97,-8,3,2
682564967,1,45,4,1,1,6,0,-8,1,13,7,-8,2,1,-8,7,3,2
682564971,2,55,5,1,1,5,8,-8,-2,-8,-8,-8,2,1,-8,6,3,2
682565647,2,73,4,1,1,5,4,-8,1,11,0,-8,2,2,8,-8,3,4
682565651,1,75,4,2,1,5,8,-8,1,16,0,-8,1,-8,-8,8,2,3
682566327,2,62,4,1,1,5,3,-8,1,20,0,-8,2,2,8,-8,3,3
682567007,1,65,4,1,1,5,6,-8,1,12,0,-8,2,2,10,-8,3,3
682567011,2,54,4,1,1,5,1,-8,1,9,10,-8,2,2,95,-8,-8,4
682569727,1,34,4,2,1,5,8,-8,1,12,7,-8,1,-8,-8,11,3,2
