pidp,a_sex,a_dvage,a_ukborn,a_racel,a_hlht,a_hlhtf,a_hlhti,a_hlhtc,a_hlwt,a_hlwts,a_hlwtp,a_hlwtk,a_vote1,a_vote2,a_vote3,a_vote4,a_vote5,a_vote6
68209451,1,43,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
68210807,1,73,1,1,1,5,6,-8,2,-8,-8,60,2,1,-8,1,3,3
68211487,1,57,1,1,2,-8,-8,167,2,-8,-8,87,1,-8,-8,2,3,2
68212847,1,44,2,1,1,5,11,-8,1,13,0,-8,1,-8,-8,-2,-8,1
68212851,2,43,1,1,1,5,4,-8,1,8,4,-8,1,-8,-8,-2,-8,1
68213527,2,31,1,1,1,5,5,-8,1,9,0,-8,1,-8,-8,2,3,2
68213531,1,39,1,1,1,5,10,-8,1,15,0,-8,2,1,-8,6,2,1
68214207,1,50,1,1,1,5,11,-8,3,-8,-8,-8,2,2,1,-8,3,3
68214887,1,38,1,1,1,5,7,-8,1,11,7,-8,2,1,-8,1,3,2
68214891,2,36,1,8,1,5,5,-8,3,-8,-8,-8,1,-8,-8,2,2,2
68216247,2,35,1,1,1,5,8,-8,3,-8,-8,-8,2,1,-8,3,3,1
68216251,1,34,1,1,1,6,1,-8,1,16,7,-8,2,2,1,-8,3,3
68218287,1,66,1,1,1,5,10,-8,1,11,0,-8,2,1,-8,2,2,2
68218291,2,61,1,1,1,5,3,-8,1,16,0,-8,2,2,2,-8,3,4
68218967,2,63,1,1,1,5,2,-8,1,9,8,-8,2,1,-8,2,2,3
68219647,2,39,5,8,1,5,4,-8,1,9,7,-8,2,1,-8,2,3,3
68219651,1,43,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
68221007,1,65,1,1,1,5,9,-8,1,14,4,-8,1,-8,-8,3,1,1
68222367,1,69,1,1,1,5,8,-8,1,11,7,-8,2,2,3,-8,3,2
68223727,1,42,1,1,1,6,1,-8,1,18,0,-8,2,2,2,-8,3,4
68223731,2,27,1,1,1,5,6,-8,1,9,4,-8,2,2,2,-8,3,3
68224407,1,29,1,1,1,5,11,-8,1,11,0,-8,2,1,-8,2,3,2
68224411,2,29,1,1,1,5,3,-8,1,13,7,-8,2,2,95,-8,-8,4
68226447,2,36,1,1,1,5,5,-8,2,-8,-8,120,2,2,2,-8,3,4
68226451,1,38,1,1,1,5,7,-8,1,15,0,-8,2,1,-8,2,3,3
68227807,1,47,1,1,1,5,8,-8,1,12,4,-8,2,1,-8,2,3,2
68228487,1,38,1,1,1,5,10,-8,1,19,7,-8,2,1,-8,97,3,2
68228491,2,33,1,1,1,5,6,-8,3,-8,-8,-8,2,2,95,-8,-8,2
68229167,2,74,1,1,1,5,2,-8,1,9,7,-8,1,-8,-8,2,3,3
68229847,2,77,1,1,1,5,2,-8,1,8,12,-8,2,2,2,-8,3,2
68230527,2,42,1,1,1,5,4,-8,1,13,6,-8,2,2,95,-8,-8,3
68231207,2,40,1,1,1,5,5,-8,1,9,7,-8,2,2,2,-8,3,4
68231215,1,18,1,1,1,5,10,-8,1,12,3,-8,2,2,95,-8,-8,4
68231887,1,31,1,1,1,5,8,-8,1,11,0,-8,1,-8,-8,2,3,3
68233247,2,55,1,4,1,5,2,-8,1,7,10,-8,2,2,1,-8,3,3
68235967,1,85,1,1,1,5,10,-8,1,11,0,-8,-9,-8,-8,-8,-8,-9
68238007,1,48,1,1,1,6,4,-8,1,18,0,-8,2,1,-8,2,3,2
68238011,2,51,1,1,1,5,7,-8,1,11,0,-8,1,-8,-8,2,3,2
68239367,1,53,1,1,1,5,9,-8,2,-8,-8,108,2,2,95,-8,-8,4
68241407,2,80,1,1,1,5,4,-8,1,14,0,-8,1,-8,-8,2,3,4
68244127,2,62,1,1,1,5,6,-8,1,8,12,-8,2,2,1,-8,3,3
68244131,1,52,1,1,1,5,9,-8,1,11,12,-8,2,2,95,-8,-8,4
68244807,2,30,1,1,1,5,3,-8,1,8,7,-8,1,-8,-8,3,3,2
68246167,2,64,1,1,1,5,4,-8,1,9,7,-8,2,2,1,-8,3,3
68246171,1,66,1,1,1,5,10,-8,2,-8,-8,74,2,2,1,-8,3,3
68247527,2,38,1,1,1,5,5,-8,1,10,0,-8,1,-8,-8,2,3,2
68247531,1,41,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
68248207,2,28,5,2,1,5,2,-8,1,8,0,-8,2,2,2,-8,3,2
68248211,1,37,1,1,1,5,10,-8,1,13,6,-8,2,2,95,-8,-8,3
68249567,1,73,1,1,1,5,3,-8,1,11,0,-8,2,2,95,-8,-8,4
68250247,1,50,1,1,1,5,5,-8,1,11,0,-8,2,1,-8,2,3,2
68251607,1,44,1,1,1,5,8,-8,1,11,0,-8,2,2,6,-8,3,3
68251611,2,39,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
68251615,1,20,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
68251619,2,16,1,1,1,5,5,-8,2,-8,-8,90,2,2,96,-8,-8,4
68251627,1,20,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
68256367,1,30,1,1,1,6,2,-8,1,13,10,-8,2,2,95,-8,-8,4
68256371,2,27,1,1,1,5,6,-8,1,10,6,-8,2,1,-8,2,3,4
68257727,1,71,5,1,1,6,0,-8,1,14,0,-8,2,1,-8,2,3,2
68259767,1,64,2,1,1,5,10,-8,1,14,0,-8,2,1,-8,3,3,1
68259771,2,73,5,1,1,5,8,-8,1,9,5,-8,1,-8,-8,1,3,2
68262487,1,39,1,1,1,6,1,-8,1,17,4,-8,2,2,95,-8,-8,4
68263847,2,66,1,1,1,5,4,-8,1,16,7,-8,2,1,-8,2,2,3
68264527,1,68,1,1,1,5,9,-8,1,13,3,-8,2,1,-8,2,3,3
68264531,2,67,1,1,1,5,5,-8,1,12,6,-8,2,1,-8,2,1,3
68265207,2,41,1,1,1,5,4,-8,3,-8,-8,-8,2,2,95,-8,-8,4
68266567,2,72,1,1,1,5,1,-8,3,-8,-8,-8,1,-8,-8,1,2,3
68269287,2,75,1,1,1,5,2,-8,1,9,0,-8,1,-8,-8,3,2,2
68269967,2,60,1,1,1,5,2,-8,1,10,4,-8,1,-8,-8,2,3,4
68270647,2,34,1,1,1,5,6,-8,1,9,3,-8,2,2,1,-8,2,2
68270651,1,50,3,1,1,5,8,-8,2,-8,-8,82,1,-8,-8,1,2,2
68270655,1,17,1,1,1,5,11,-8,1,15,2,-8,2,2,95,-8,-8,2
68273367,1,19,1,1,1,6,2,-8,1,13,0,-8,2,2,95,-8,-8,4
68273371,2,42,2,1,1,5,5,-8,2,-8,-8,114,2,2,2,-8,3,3
68274727,2,42,1,1,1,5,8,-8,1,10,0,-8,2,2,95,-8,-8,4
68276767,2,45,1,1,1,5,3,-8,1,10,0,-8,2,2,95,-8,-8,4
68276771,2,18,1,1,1,5,8,-8,1,7,0,-8,2,2,95,-8,-8,3
68278127,2,62,1,1,1,5,7,-8,1,10,0,-8,2,2,95,-8,-8,3
68278807,1,48,1,1,1,5,9,-8,1,12,7,-8,2,2,95,-8,-8,2
68278811,2,47,1,1,1,5,5,-8,1,14,7,-8,1,-8,-8,2,3,2
68282887,2,37,1,1,1,5,0,-8,1,8,7,-8,1,-8,-8,2,2,3
68282891,1,39,5,1,1,5,4,-8,1,9,4,-8,2,2,95,-8,-8,4
68283567,1,53,5,9,1,5,8,-8,1,13,2,-8,1,-8,-8,2,2,2
68284247,1,71,1,1,1,5,9,-8,1,12,7,-8,1,-8,-8,2,1,1
68284251,2,71,1,1,1,5,1,-8,1,8,8,-8,2,2,95,-8,-8,4
68284255,2,36,1,1,1,5,8,-8,1,8,9,-8,2,2,95,-8,-8,4
68284927,1,61,1,1,1,5,9,-8,1,13,6,-8,1,-8,-8,1,1,2
68284931,2,60,1,1,1,5,3,-8,1,15,7,-8,2,2,6,-8,3,4
68286287,2,27,1,1,1,5,6,-8,1,9,2,-8,2,2,95,-8,-8,4
68288327,2,36,1,1,1,5,4,-8,1,13,6,-8,2,2,2,-8,3,4
68288331,1,35,3,1,1,5,10,-8,1,11,9,-8,1,-8,-8,2,1,1
68289007,2,87,1,1,1,5,5,-8,1,9,0,-8,2,2,95,-8,-8,4
68289011,2,73,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
68289687,2,89,1,1,1,5,0,-8,1,6,3,-8,2,2,95,-8,-8,3
68290367,1,57,1,1,1,5,6,-8,1,12,7,-8,2,2,95,-8,-8,4
68291727,1,66,1,1,1,5,9,-8,1,11,9,-8,2,2,95,-8,-8,4
68291731,2,56,1,1,1,5,6,-8,1,10,9,-8,2,2,95,-8,-8,4
68292407,2,49,5,1,1,5,3,-8,1,8,9,-8,1,-8,-8,2,1,1
68293087,2,41,1,1,1,5,1,-8,1,8,7,-8,1,-8,-8,2,2,3
68293091,1,46,1,1,1,5,5,-8,1,13,2,-8,1,-8,-8,2,3,4
68293095,1,21,1,1,1,5,7,-8,1,8,6,-8,1,-8,-8,1,2,3
68293099,1,18,1,1,1,5,6,-8,1,7,10,-8,1,-8,-8,3,1,2
68293767,1,27,1,1,1,5,11,-8,1,13,10,-8,1,-8,-8,1,1,1
68293771,2,28,1,1,1,5,7,-8,1,8,9,-8,2,2,95,-8,-8,4
68294447,1,52,1,1,1,6,0,-8,1,15,0,-8,1,-8,-8,2,2,2
68294451,2,36,1,1,1,5,8,-8,1,10,0,-8,1,-8,-8,2,1,2
68294455,1,28,1,1,1,6,2,-8,1,16,0,-8,2,2,2,-8,3,4
68295127,1,37,1,1,1,6,1,-8,1,13,0,-8,2,2,3,-8,3,4
68295131,2,37,1,1,1,5,2,-8,1,12,0,-8,1,-8,-8,2,2,2
68296487,1,72,1,1,1,5,7,-8,1,12,11,-8,1,-8,-8,2,2,2
68297167,1,38,1,1,1,6,1,-8,1,13,0,-8,2,2,95,-8,-8,3
68297171,2,35,1,1,1,5,4,-8,1,9,0,-8,2,2,2,-8,3,3
68299207,2,52,1,1,1,5,4,-8,1,-2,-8,-8,2,2,-1,-8,-8,2
68299211,1,60,1,1,1,5,9,-8,1,12,0,-8,2,1,-8,2,3,2
68299215,1,20,1,1,1,6,0,-8,1,-1,-8,-8,2,1,-8,2,3,1
68299887,2,89,1,1,1,5,4,-8,1,10,0,-8,1,-8,-8,1,1,2
68301247,2,20,5,4,2,-8,-8,171,2,-8,-8,60,2,2,96,-8,-8,4
68302607,1,65,1,1,1,5,9,-8,1,11,0,-8,2,1,-8,1,3,2
68302611,2,66,1,1,1,5,4,-8,1,10,11,-8,1,-8,-8,1,3,3
68303287,1,41,1,1,1,5,8,-8,1,11,0,-8,2,1,-8,1,3,2
68303967,1,56,1,1,1,5,7,-8,1,15,9,-8,1,-8,-8,2,2,1
68304647,1,47,5,9,1,5,11,-8,2,-8,-8,77,2,2,1,-8,3,4
68304651,2,38,5,9,1,5,3,-8,2,-8,-8,58,2,2,95,-8,-8,4
68305327,2,36,1,1,1,5,2,-8,1,10,0,-8,2,2,1,-8,3,3
68305331,1,32,1,1,1,5,11,-8,1,15,7,-8,2,2,3,-8,3,4
68306007,1,40,5,9,1,5,8,-8,2,-8,-8,73,2,2,96,-8,-8,4
68306011,2,37,5,9,1,5,1,-8,2,-8,-8,60,2,2,96,-8,-8,1
68306687,1,39,1,1,1,5,11,-8,1,17,0,-8,2,2,95,-8,-8,1
68306691,2,38,1,1,1,5,5,-8,1,8,2,-8,2,2,95,-8,-8,3
68308727,2,64,1,1,1,5,4,-8,1,10,7,-8,2,2,1,-8,3,2
68309407,2,54,1,1,1,5,3,-8,1,10,7,-8,1,-8,-8,2,2,2
68309411,1,23,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
68310087,2,83,1,1,1,5,3,-8,1,14,0,-8,1,-8,-8,2,1,1
68310767,2,27,1,1,1,5,8,-8,1,10,0,-8,2,2,1,-8,3,4
68312807,1,71,1,1,1,5,8,-8,1,14,0,-8,1,-8,-8,2,2,2
68313487,1,53,1,1,1,5,8,-8,1,14,0,-8,1,-8,-8,1,1,1
68313491,2,52,1,1,1,5,8,-8,1,9,7,-8,1,-8,-8,1,1,1
68314167,1,66,1,1,1,5,7,-8,1,12,2,-8,1,-8,-8,1,1,1
68314847,2,70,1,1,1,5,6,-8,1,12,0,-8,2,2,2,-8,3,3
68314851,1,77,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
68315527,1,76,1,1,1,5,9,-8,1,13,5,-8,1,-8,-8,1,1,2
68317567,1,30,5,4,1,5,10,-8,2,-8,-8,74,2,2,95,-8,-8,4
68317571,2,26,5,4,1,5,4,-8,2,-8,-8,48,2,2,95,-8,-8,4
68318247,1,53,1,1,1,5,11,-8,1,14,10,-8,1,-8,-8,2,2,2
68318935,2,17,1,1,1,5,5,-8,1,10,0,-8,2,2,-1,-8,-8,3
68320967,2,47,1,1,1,5,4,-8,2,-8,-8,70,2,1,-8,3,3,3
68321647,1,52,1,1,1,5,10,-8,1,15,2,-8,1,-8,-8,1,2,2
68322327,2,42,1,1,1,5,2,-8,1,7,0,-8,2,2,-1,-8,-8,3
68322331,1,49,1,1,1,6,0,-8,1,13,4,-8,2,2,-1,-8,-8,2
68322335,1,17,1,1,1,6,3,-8,2,-8,-8,70,2,1,-8,2,3,2
68323007,1,53,1,1,1,6,1,-8,1,17,7,-8,1,-8,-8,1,2,2
68323687,1,28,1,1,2,-8,-8,180,2,-8,-8,75,2,2,-1,-8,-8,3
68324367,2,79,1,1,1,5,0,-8,1,12,0,-8,2,1,-8,3,2,1
68326407,1,29,1,1,1,6,0,-8,1,-1,-8,-8,2,2,95,-8,-8,4
68326411,2,26,1,1,1,5,8,-8,1,10,0,-8,2,2,95,-8,-8,4
68327087,2,88,1,1,1,5,1,-8,1,8,7,-8,1,-8,-8,3,2,1
68328447,1,85,1,1,1,5,9,-8,1,12,0,-8,2,1,-8,1,2,1
68328451,2,86,1,1,1,5,2,-8,1,10,7,-8,1,-8,-8,1,2,2
68329127,1,35,1,1,1,5,10,-8,1,13,0,-8,2,1,-8,3,3,1
68329131,2,31,1,1,1,5,3,-8,1,9,0,-8,2,2,95,-8,-8,3
68329807,2,42,1,1,1,5,8,-8,1,14,5,-8,2,2,1,-8,3,2
68331167,2,45,1,14,1,5,7,-8,1,10,0,-8,2,2,2,-8,3,4
68331171,1,45,1,14,1,6,4,-8,1,18,0,-8,2,2,1,-8,3,2
68331847,2,44,1,14,1,5,2,-8,2,-8,-8,60,2,2,95,-8,-8,4
68331851,1,17,1,1,1,5,4,-8,1,9,0,-8,2,2,96,-8,-8,4
68333207,1,32,1,1,1,6,0,-8,3,-8,-8,-8,2,1,-8,3,3,2
68333211,2,36,1,1,1,5,4,-8,1,14,8,-8,2,2,95,-8,-8,2
68334567,1,45,1,14,1,5,11,-8,1,11,0,-8,2,2,96,-8,-8,2
68335247,1,23,5,1,1,5,7,-8,2,-8,-8,95,1,-8,-8,1,1,2
68335251,1,21,1,1,1,5,9,-8,1,10,0,-8,1,-8,-8,1,2,3
68335255,1,23,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
68335927,1,36,1,1,1,6,2,-8,1,14,7,-8,2,1,-8,2,3,2
68336607,1,43,5,9,1,5,5,-8,1,9,7,-8,2,2,6,-8,3,2
68336611,2,43,5,9,1,5,2,-8,1,9,6,-8,2,2,2,-8,2,3
68336615,1,20,1,9,1,5,10,-8,1,9,5,-8,2,1,-8,6,2,2
68336619,2,17,1,9,1,5,1,-8,1,7,7,-8,2,2,96,-8,-8,2
68337287,2,59,1,1,1,5,2,-8,2,-8,-8,68,1,-8,-8,2,2,1
68337967,1,18,1,1,2,-8,-8,161,1,11,7,-8,2,1,-8,2,3,4
68337971,2,56,1,4,1,5,0,-8,1,8,11,-8,1,-8,-8,2,2,2
68337975,1,62,1,1,1,5,10,-8,1,14,10,-8,1,-8,-8,2,1,1
68338647,1,33,5,1,1,6,0,-8,1,13,13,-8,1,-8,-8,1,2,2
68338651,2,32,1,1,1,5,6,-8,1,10,0,-8,2,1,-8,2,3,2
68340007,1,27,1,1,1,6,2,-8,1,15,8,-8,2,1,-8,3,3,1
68340011,2,26,1,1,1,5,7,-8,1,12,7,-8,2,1,-8,3,2,2
68340075,2,41,1,1,1,5,2,-8,1,7,8,-8,1,-8,-8,97,2,2
68340143,1,47,1,1,1,6,1,-8,1,12,7,-8,2,2,3,-8,3,2
68340687,1,80,1,-1,1,5,11,-8,1,12,0,-8,2,2,6,-8,3,1
68340691,2,64,1,-1,1,5,5,-8,1,8,7,-8,2,1,-8,2,3,1
68341367,1,29,1,1,1,5,11,-8,1,17,7,-8,2,2,3,-8,3,1
68341371,2,28,1,1,1,5,10,-8,2,-8,-8,75,2,1,-8,3,3,3
68342727,1,24,1,5,1,6,0,-8,2,-8,-8,75,2,2,2,-8,3,2
68344767,2,40,1,1,1,5,4,-8,1,10,2,-8,2,2,95,-8,-8,3
68345447,2,89,1,1,1,5,4,-8,1,9,0,-8,-2,-8,-8,-8,-8,-2
68346127,2,82,1,1,1,5,4,-8,1,12,0,-8,1,-8,-8,1,1,3
68347487,1,51,1,1,1,6,3,-8,1,20,0,-8,1,-8,-8,2,2,2
68347491,2,45,1,1,1,5,8,-8,1,16,10,-8,2,2,2,-8,3,4
68347499,2,21,1,1,1,5,5,-8,1,9,7,-8,2,2,95,-8,-8,3
68347503,2,16,1,1,1,5,11,-8,1,12,3,-8,2,2,96,-8,-8,4
68348847,2,45,1,1,1,5,4,-8,1,9,0,-8,2,2,95,-8,-8,4
68348851,1,22,1,1,1,5,8,-8,2,-8,-8,70,2,2,95,-8,-8,4
68348855,2,19,1,1,1,5,3,-8,3,-8,-8,-8,2,2,95,-8,-8,4
68350207,1,26,1,1,1,5,11,-8,2,-8,-8,77,1,-8,-8,1,3,3
68351567,2,35,1,1,1,5,2,-8,1,9,7,-8,2,2,95,-8,-8,4
68351571,1,34,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
68352927,2,26,1,1,1,5,9,-8,1,11,0,-8,2,2,95,-8,-8,3
68352931,1,28,1,1,1,5,7,-8,1,13,7,-8,1,-8,-8,2,2,2
68354287,1,44,1,1,1,5,6,-8,1,12,7,-8,2,2,2,-8,3,4
68354291,2,43,1,1,1,5,4,-8,1,13,0,-8,2,1,-8,2,3,4
68354967,1,34,1,1,1,5,8,-8,1,11,8,-8,2,2,1,-8,3,4
68354971,2,43,1,1,1,5,2,-8,1,7,5,-8,2,2,95,-8,-8,4
68354975,1,18,1,1,1,5,5,-8,1,9,3,-8,2,2,2,-8,3,3
68354979,2,16,1,1,1,5,2,-8,1,6,13,-8,2,2,96,-8,-8,4
68356327,2,34,1,1,1,4,10,-8,1,11,7,-8,1,-8,-8,2,1,2
68356331,1,25,1,1,1,5,7,-8,1,15,7,-8,2,2,2,-8,3,4
68358367,1,28,1,1,2,-8,-8,181,1,14,8,-8,2,1,-8,2,3,2
68358371,2,27,1,1,1,5,6,-8,1,9,7,-8,2,2,1,-8,3,3
68359727,2,58,1,1,1,5,2,-8,1,10,3,-8,2,1,-8,1,3,3
68360407,1,25,1,1,1,5,11,-8,2,-8,-8,70,2,2,95,-8,-8,3
68361767,2,23,1,1,1,5,1,-8,1,11,0,-8,2,2,95,-8,-8,4
68361771,2,33,1,1,1,5,6,-8,1,8,0,-8,2,1,-8,2,3,4
68363807,2,87,1,1,1,5,2,-8,1,15,0,-8,2,1,-8,2,2,2
68364487,2,31,1,1,1,5,7,-8,1,12,0,-8,2,2,95,-8,-8,3
68364491,1,34,1,1,1,5,8,-8,1,12,7,-8,2,1,-8,2,3,1
68366527,2,55,1,1,1,5,0,-8,1,9,7,-8,2,2,95,-8,-8,2
68367887,1,38,5,9,1,5,7,-8,1,10,7,-8,1,-8,-8,2,2,3
68367891,2,36,1,10,1,5,4,-8,1,8,7,-8,1,-8,-8,2,2,2
68369247,1,85,1,1,1,5,10,-8,1,9,10,-8,1,-8,-8,-2,-8,1
68371967,1,21,1,9,1,5,9,-8,2,-8,-8,88,2,2,2,-8,3,2
68371971,1,16,1,9,1,5,8,-8,1,10,7,-8,2,1,-8,2,3,3
68371975,1,43,5,9,1,5,8,-8,2,-8,-8,63,2,2,-1,-8,-8,3
68372647,1,75,5,1,1,5,10,-8,1,12,4,-8,2,1,-8,1,2,2
68373327,2,29,5,11,1,5,4,-8,1,11,0,-8,2,2,-1,-8,-8,3
68373331,1,30,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
68375371,2,50,5,9,1,5,4,-8,1,14,0,-8,2,1,-8,-2,-8,3
68375379,2,19,1,9,1,5,5,-8,1,11,7,-8,2,2,95,-8,-8,3
68376047,1,50,5,9,1,5,8,-8,1,12,0,-8,2,2,95,-8,-8,3
68376051,2,46,5,9,1,5,0,-8,1,11,10,-8,2,2,2,-8,2,2
68376055,2,20,1,9,1,5,4,-8,1,9,0,-8,2,2,-1,-8,-8,3
68376059,1,18,1,13,1,5,7,-8,1,10,7,-8,2,2,6,-8,3,3
68378095,1,39,5,11,1,5,7,-8,1,12,7,-8,2,2,95,-8,-8,3
68378767,2,29,1,9,1,5,6,-8,3,-8,-8,-8,2,2,1,-8,3,2
68379447,2,32,1,9,1,5,2,-8,1,12,7,-8,2,1,-8,1,3,1
68382167,2,30,1,1,1,5,5,-8,1,9,7,-8,2,2,95,-8,-8,4
68382171,2,61,1,1,1,5,3,-8,1,13,0,-8,2,2,2,-8,3,3
68384207,1,80,1,1,1,5,6,-8,1,10,12,-8,2,2,97,-8,-1,2
68384211,2,76,1,1,1,5,2,-8,1,8,10,-8,1,-8,-8,1,2,2
68385567,1,30,1,1,1,5,7,-8,1,11,4,-8,2,2,95,-8,-8,3
68388287,2,24,1,1,1,5,6,-8,2,-8,-8,62,2,2,95,-8,-8,2
68388291,1,34,1,1,1,6,0,-8,1,12,7,-8,2,1,-8,2,3,3
68388967,2,71,1,1,1,5,4,-8,1,11,0,-8,1,-8,-8,2,2,1
68390327,2,64,1,1,1,5,2,-8,1,9,1,-8,1,-8,-8,1,1,2
68390331,1,64,1,1,1,5,6,-8,1,10,3,-8,1,-8,-8,1,1,1
68391007,2,49,1,1,1,5,7,-8,1,10,0,-8,2,2,95,-8,-8,3
68391011,1,57,1,1,1,5,8,-8,1,13,0,-8,2,2,95,-8,-8,2
68391015,2,21,1,1,1,5,7,-8,1,9,7,-8,2,2,95,-8,-8,3
68392367,1,49,1,1,1,5,10,-8,2,-8,-8,93,1,-8,-8,-2,-8,2
68392371,2,48,1,1,1,5,4,-8,2,-8,-8,65,2,1,-8,2,3,2
68393047,2,50,1,1,1,5,7,-8,1,14,9,-8,2,1,-8,2,3,4
68393051,2,21,1,1,1,5,8,-8,1,11,0,-8,2,2,1,-8,3,3
68393055,1,19,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
68393059,1,19,1,1,1,5,6,-8,1,11,0,-8,2,2,95,-8,-8,4
68393727,1,32,5,4,2,-8,-8,179,2,-8,-8,103,2,1,-8,1,2,3
68393731,2,25,1,1,1,5,4,-8,2,-8,-8,110,1,-8,-8,1,2,2
68395767,1,54,5,11,1,5,6,-8,1,13,0,-8,1,-8,-8,3,3,1
68395771,2,50,1,1,1,5,0,-8,3,-8,-8,-8,2,1,-8,3,3,4
68397127,2,32,1,1,1,5,9,-8,1,9,11,-8,2,1,-8,1,3,3
68397131,1,29,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
68399847,1,65,1,1,1,6,0,-8,1,13,7,-8,2,2,2,-8,3,4
68400527,1,45,1,1,3,-8,-8,-8,3,-8,-8,-8,2,2,95,-8,-8,4
68401207,2,67,1,1,1,5,2,-8,1,13,8,-8,2,2,95,-8,-8,4
68401211,1,71,1,1,1,5,11,-8,1,15,0,-8,1,-8,-8,2,2,3
68407327,2,48,1,1,1,5,7,-8,2,-8,-8,59,1,-8,-8,1,3,2
68408007,2,53,5,1,1,5,2,-8,1,8,8,-8,2,2,95,-8,-8,3
68409367,2,46,1,1,1,5,3,-8,1,10,0,-8,2,2,95,-8,-8,3
68410047,2,57,5,1,1,5,10,-8,1,10,7,-8,2,2,95,-8,-8,2
68411407,1,74,1,1,1,5,10,-8,2,-8,-8,73,1,-8,-8,3,3,2
68411411,2,83,1,1,1,5,1,-8,1,7,12,-8,1,-8,-8,1,3,3
68412087,2,42,5,4,2,-8,-8,174,2,-8,-8,55,2,2,96,-8,-8,2
68412091,1,45,1,1,1,5,9,-8,2,-8,-8,115,1,-8,-8,2,3,2
68414127,1,23,1,1,1,5,10,-8,1,14,0,-8,1,-8,-8,1,2,2
68414131,2,21,1,1,1,5,7,-8,1,14,7,-8,2,2,1,-8,3,3
68414807,2,33,1,1,1,5,8,-8,1,10,0,-8,2,1,-8,1,3,2
68415487,2,44,1,1,1,5,7,-8,1,18,0,-8,2,2,1,-8,3,3
68415491,1,44,1,1,1,5,10,-8,1,11,0,-8,2,2,1,-8,3,4
68416847,2,60,1,1,1,5,8,-8,1,11,7,-8,2,1,-8,3,3,2
68418207,1,82,1,1,1,5,10,-8,1,14,12,-8,2,2,-1,-8,-8,1
68418211,2,74,1,1,1,5,5,-8,1,16,0,-8,2,2,-1,-8,-8,1
68420247,2,53,1,1,1,5,7,-8,1,9,0,-8,1,-8,-8,1,2,2
68420255,1,17,1,1,1,5,11,-8,1,10,7,-8,2,2,95,-8,-8,3
68420927,2,49,1,1,1,5,5,-8,1,11,0,-8,2,2,3,-8,3,3
68420931,1,21,1,1,1,5,11,-8,1,10,10,-8,2,2,6,-8,2,3
68421607,2,45,1,1,1,5,3,-8,3,-8,-8,-8,2,2,96,-8,-8,3
68421611,1,46,5,1,1,6,1,-8,1,14,7,-8,2,1,-8,1,2,2
68421619,1,17,1,1,3,-8,-8,-8,3,-8,-8,-8,2,2,96,-8,-8,3
68423647,1,35,1,1,1,6,0,-8,1,16,0,-8,2,2,96,-8,-8,1
68423651,2,34,1,1,1,5,8,-8,1,12,7,-8,2,2,96,-8,-8,3
68424327,2,61,1,1,1,5,8,-8,3,-8,-8,-8,1,-8,-8,1,1,1
68424331,1,64,1,1,1,5,8,-8,1,12,0,-8,1,-8,-8,1,1,2
68427047,2,42,2,1,1,5,6,-8,1,18,0,-8,2,2,-1,-8,-8,1
68427051,1,41,1,1,1,5,10,-8,1,17,0,-8,1,-8,-8,2,3,2
68427727,2,85,1,1,1,5,2,-8,1,11,0,-8,1,-8,-8,1,3,4
68428407,2,84,1,1,1,5,0,-8,1,7,12,-8,1,-8,-8,2,2,1
68429087,1,20,1,1,1,5,10,-8,3,-8,-8,-8,1,-8,-8,1,3,2
68430447,2,21,1,1,1,5,6,-8,2,-8,-8,60,2,2,1,-8,3,4
68430451,2,20,1,1,1,5,3,-8,2,-8,-8,54,2,2,1,-8,3,2
68430467,2,21,1,1,1,5,5,-8,2,-8,-8,62,2,2,1,-8,3,2
68431127,2,29,5,1,1,5,4,-8,1,11,7,-8,1,-8,-8,2,2,3
68431807,1,42,1,1,1,6,0,-8,1,10,0,-8,2,1,-8,6,2,1
68431811,2,34,1,1,1,5,5,-8,2,-8,-8,57,1,-8,-8,2,2,2
68432487,1,50,1,1,2,-8,-8,172,2,-8,-8,91,1,-8,-8,1,3,1
68432491,2,51,1,1,1,5,5,-8,1,10,7,-8,2,1,-8,1,3,2
